x,y
0.122449,0.147851
0.122449,0.157876
0.122449,0.167901
0.122449,0.177927
0.122449,0.187952
0.122449,0.197977
0.122449,0.208003
0.122449,0.218028
0.122449,0.228053
0.122449,0.238078
0.122449,0.248104
0.122449,0.258129
0.122449,0.268154
0.122449,0.278180
0.122449,0.288205
0.122449,0.298230
0.122449,0.308255
0.122449,0.318281
0.122449,0.328306
0.122449,0.338331
0.122449,0.348357
0.122449,0.358382
0.122449,0.368407
0.122449,0.378432
0.122449,0.388458
0.122449,0.398483
0.122449,0.408508
0.122449,0.418534
0.122449,0.428559
0.122449,0.438584
0.122449,0.448609
0.122449,0.458635
0.122449,0.468660
0.122449,0.478685
0.122449,0.488711
0.122449,0.498736
0.122449,0.508761
0.122449,0.518786
0.122449,0.528812
0.122449,0.538837
0.122449,0.548862
0.122449,0.558888
0.122449,0.568913
0.122449,0.578938
0.122449,0.588963
0.122449,0.598989
0.122449,0.609014
0.122449,0.619039
0.122449,0.629064
0.122449,0.639090
0.122449,0.649115
0.122449,0.659140
0.122449,0.669166
0.122449,0.679191
0.122449,0.689216
0.122449,0.699241
0.122449,0.709267
0.122449,0.719292
0.122449,0.729317
0.122449,0.739343
0.122449,0.749368
0.122449,0.759393
0.122449,0.769418
0.122449,0.779444
0.122449,0.789469
0.122449,0.799494
0.122449,0.809520
0.122449,0.819545
0.122449,0.829570
0.122449,0.839595
0.122449,0.849621
0.122449,0.859646
0.122449,0.869671
0.122449,0.879697
0.122449,0.889722
0.122449,0.899747
0.122449,0.909772
0.122449,0.919798
0.122449,0.929823
0.122449,0.939848
0.122449,0.949874
0.122449,0.959899
0.122449,0.969924
0.122449,0.979949
0.122449,0.989975
0.122449,1.000000
0.142857,0.010204
0.142857,0.020202
0.142857,0.030200
0.142857,0.040198
0.142857,0.050196
0.142857,0.060194
0.142857,0.070192
0.142857,0.080190
0.142857,0.090188
0.142857,0.100186
0.142857,0.110183
0.142857,0.120181
0.142857,0.130179
0.142857,0.140177
0.142857,0.150175
0.142857,0.160173
0.142857,0.170171
0.142857,0.180169
0.142857,0.190167
0.142857,0.200165
0.142857,0.210163
0.142857,0.220161
0.142857,0.230159
0.142857,0.240157
0.142857,0.250155
0.142857,0.260153
0.142857,0.270150
0.142857,0.280148
0.142857,0.290146
0.142857,0.300144
0.142857,0.310142
0.142857,0.320140
0.142857,0.330138
0.142857,0.340136
0.142857,0.350134
0.142857,0.360132
0.142857,0.370130
0.142857,0.380128
0.142857,0.390126
0.142857,0.400124
0.142857,0.410122
0.142857,0.420120
0.142857,0.430118
0.142857,0.440115
0.142857,0.450113
0.142857,0.460111
0.142857,0.470109
0.142857,0.480107
0.142857,0.490105
0.142857,0.500103
0.142857,0.510101
0.142857,0.520099
0.142857,0.530097
0.142857,0.540095
0.142857,0.550093
0.142857,0.560091
0.142857,0.570089
0.142857,0.580087
0.142857,0.590085
0.142857,0.600082
0.142857,0.610080
0.142857,0.620078
0.142857,0.630076
0.142857,0.640074
0.142857,0.650072
0.142857,0.660070
0.142857,0.670068
0.142857,0.680066
0.142857,0.690064
0.142857,0.700062
0.142857,0.710060
